date,INR
22/06/2011,44.7417 INR
21/06/2011,44.8825 INR
20/06/2011,44.7998 INR
19/06/2011,44.8801 INR
18/06/2011,44.833 INR
17/06/2011,44.833 INR
16/06/2011,44.832 INR
15/06/2011,44.6407 INR
14/06/2011,44.6681 INR
13/06/2011,44.7538 INR
12/06/2011,44.9764 INR
11/06/2011,44.9709 INR
10/06/2011,44.9709 INR
9/06/2011,44.7555 INR
8/06/2011,44.7987 INR
7/06/2011,44.8001 INR
6/06/2011,44.8317 INR
5/06/2011,44.5833 INR
4/06/2011,44.6566 INR
3/06/2011,44.6566 INR
2/06/2011,44.8338 INR
1/06/2011,45.0132 INR
31/05/2011,45.0728 INR
30/05/2011,45.1214 INR
29/05/2011,45.0612 INR
28/05/2011,45.0612 INR
27/05/2011,45.0612 INR
26/05/2011,45.3577 INR
25/05/2011,45.1991 INR
24/05/2011,45.1563 INR
23/05/2011,45.3654 INR
22/05/2011,45.0492 INR
21/05/2011,44.9992 INR
20/05/2011,44.9992 INR
19/05/2011,45.0659 INR
18/05/2011,45.0062 INR
17/05/2011,45.015 INR
16/05/2011,45.2412 INR
15/05/2011,45.1995 INR
14/05/2011,45.1437 INR
13/05/2011,44.8501 INR
12/05/2011,44.737 INR
11/05/2011,44.8187 INR
10/05/2011,44.7805 INR
9/05/2011,44.6191 INR
8/05/2011,44.8087 INR
7/05/2011,44.7649 INR
6/05/2011,44.7649 INR
5/05/2011,44.9546 INR
4/05/2011,44.6546 INR
3/05/2011,44.3556 INR
2/05/2011,44.3638 INR
1/05/2011,44.1892 INR
30/04/2011,44.1364 INR
29/04/2011,44.1364 INR
28/04/2011,44.3563 INR
27/04/2011,44.2294 INR
26/04/2011,44.5654 INR
25/04/2011,44.5243 INR
24/04/2011,44.256 INR
23/04/2011,44.3043 INR
22/04/2011,44.3043 INR
21/04/2011,44.3324 INR
20/04/2011,44.1558 INR
19/04/2011,44.4139 INR
18/04/2011,44.5202 INR
17/04/2011,44.4458 INR
16/04/2011,44.4077 INR
15/04/2011,44.4077 INR
14/04/2011,44.5257 INR
13/04/2011,44.3796 INR
12/04/2011,44.5667 INR
11/04/2011,44.4098 INR
10/04/2011,44.0021 INR
9/04/2011,43.9725 INR
8/04/2011,43.9648 INR
7/04/2011,44.2612 INR
6/04/2011,44.1755 INR
5/04/2011,44.2478 INR
4/04/2011,44.2306 INR
3/04/2011,44.44 INR
2/04/2011,44.4593 INR
1/04/2011,44.4633 INR
31/03/2011,44.6823 INR
30/03/2011,44.826 INR
29/03/2011,44.5689 INR
28/03/2011,44.9518 INR
27/03/2011,44.7519 INR
26/03/2011,44.6431 INR
25/03/2011,44.6431 INR
24/03/2011,44.6414 INR
23/03/2011,44.8713 INR
22/03/2011,44.9236 INR
21/03/2011,45.0884 INR
20/03/2011,45.2231 INR
19/03/2011,45.1924 INR
18/03/2011,45.1964 INR
17/03/2011,45.1492 INR
16/03/2011,45.2394 INR
15/03/2011,45.2906 INR
14/03/2011,44.9597 INR
13/03/2011,45.2591 INR
12/03/2011,45.2338 INR
11/03/2011,45.2338 INR
10/03/2011,45.2692 INR
9/03/2011,44.9527 INR
8/03/2011,44.9522 INR
7/03/2011,45.0429 INR
6/03/2011,44.9717 INR
5/03/2011,44.9606 INR
4/03/2011,44.9606 INR
3/03/2011,45.0501 INR
2/03/2011,45.0704 INR
1/03/2011,44.9833 INR
28/02/2011,45.251 INR
27/02/2011,45.5025 INR
26/02/2011,45.4422 INR
25/02/2011,45.4422 INR
24/02/2011,45.557 INR
23/02/2011,45.409 INR
22/02/2011,45.1493 INR
21/02/2011,44.8517 INR
20/02/2011,45.0892 INR
19/02/2011,45.0781 INR
18/02/2011,45.0781 INR
17/02/2011,45.3548 INR
16/02/2011,45.2297 INR
15/02/2011,45.4345 INR
14/02/2011,45.5079 INR
13/02/2011,45.6028 INR
12/02/2011,45.5829 INR
11/02/2011,45.5829 INR
10/02/2011,45.6644 INR
9/02/2011,45.5357 INR
8/02/2011,45.3059 INR
7/02/2011,45.4121 INR
6/02/2011,45.7562 INR
5/02/2011,45.7222 INR
4/02/2011,45.7414 INR
3/02/2011,45.5877 INR
2/02/2011,45.5142 INR
1/02/2011,45.4849 INR
31/01/2011,45.8874 INR
30/01/2011,46.0397 INR
29/01/2011,45.9324 INR
28/01/2011,45.9087 INR
27/01/2011,45.8241 INR
26/01/2011,45.5744 INR
25/01/2011,45.6906 INR
24/01/2011,45.5316 INR
23/01/2011,45.6023 INR
22/01/2011,45.5706 INR
21/01/2011,45.5978 INR
20/01/2011,45.8239 INR
19/01/2011,45.6071 INR
18/01/2011,45.5626 INR
17/01/2011,45.6128 INR
16/01/2011,45.509 INR
15/01/2011,45.5434 INR
14/01/2011,45.5473 INR
13/01/2011,45.1018 INR
12/01/2011,45.0776 INR
11/01/2011,45.0756 INR
10/01/2011,45.3856 INR
9/01/2011,45.3244 INR
8/01/2011,45.3098 INR
7/01/2011,45.3098 INR
6/01/2011,45.5334 INR
5/01/2011,45.4666 INR
4/01/2011,45.2483 INR
3/01/2011,44.5545 INR
2/01/2011,44.7433 INR
1/01/2011,44.7433 INR
31/12/2010,44.728 INR
30/12/2010,45.0304 INR
29/12/2010,45.0278 INR
28/12/2010,44.9126 INR
27/12/2010,44.8788 INR
26/12/2010,45.1967 INR
25/12/2010,45.1019 INR
24/12/2010,45.0866 INR
23/12/2010,45.0923 INR
22/12/2010,45.123 INR
21/12/2010,45.1793 INR
20/12/2010,45.3694 INR
19/12/2010,45.5046 INR
18/12/2010,45.4431 INR
17/12/2010,45.4022 INR
16/12/2010,45.4489 INR
15/12/2010,45.3062 INR
14/12/2010,45.0112 INR
13/12/2010,45.0332 INR
12/12/2010,45.0245 INR
11/12/2010,45.0261 INR
10/12/2010,45.102 INR
9/12/2010,45.1683 INR
8/12/2010,45.0882 INR
7/12/2010,44.7899 INR
6/12/2010,44.8975 INR
5/12/2010,45.2336 INR
4/12/2010,45.0856 INR
3/12/2010,45.0558 INR
2/12/2010,45.1911 INR
1/12/2010,45.4792 INR
30/11/2010,45.9517 INR
29/11/2010,45.8879 INR
28/11/2010,45.7624 INR
27/11/2010,45.7721 INR
26/11/2010,45.7361 INR
25/11/2010,45.6186 INR
24/11/2010,45.709 INR
23/11/2010,45.6492 INR
22/11/2010,45.3478 INR
21/11/2010,45.4238 INR
20/11/2010,45.4295 INR
19/11/2010,45.35 INR
18/11/2010,45.2419 INR
17/11/2010,45.5738 INR
16/11/2010,45.357 INR
15/11/2010,45.1239 INR
14/11/2010,44.7857 INR
13/11/2010,44.7801 INR
12/11/2010,44.6898 INR
11/11/2010,44.3444 INR
10/11/2010,44.3277 INR
9/11/2010,44.3949 INR
8/11/2010,44.2843 INR
7/11/2010,43.9757 INR
6/11/2010,43.9768 INR
5/11/2010,44.1127 INR
4/11/2010,44.1447 INR
3/11/2010,44.2969 INR
2/11/2010,44.323 INR
1/11/2010,44.4105 INR
31/10/2010,43.7192 INR
30/10/2010,43.7192 INR
29/10/2010,44.3675 INR
28/10/2010,44.4678 INR
27/10/2010,44.5528 INR
26/10/2010,44.5369 INR
25/10/2010,44.4102 INR
24/10/2010,44.5305 INR
23/10/2010,44.5307 INR
22/10/2010,44.5779 INR
21/10/2010,44.4293 INR
20/10/2010,44.3789 INR
19/10/2010,44.5151 INR
18/10/2010,44.2545 INR
17/10/2010,44.1734 INR
16/10/2010,44.0931 INR
15/10/2010,43.8106 INR
14/10/2010,43.8386 INR
13/10/2010,44.3868 INR
12/10/2010,44.5806 INR
11/10/2010,44.4083 INR
10/10/2010,44.2996 INR
9/10/2010,44.3001 INR
8/10/2010,44.2927 INR
7/10/2010,44.3642 INR
6/10/2010,44.3695 INR
5/10/2010,44.6153 INR
4/10/2010,44.4088 INR
3/10/2010,44.4383 INR
2/10/2010,44.4383 INR
1/10/2010,44.6351 INR
30/09/2010,44.9156 INR
29/09/2010,44.8706 INR
28/09/2010,45.0948 INR
27/09/2010,45.0792 INR
26/09/2010,45.1885 INR
25/09/2010,45.1745 INR
24/09/2010,45.3639 INR
23/09/2010,45.5451 INR
22/09/2010,45.5493 INR
21/09/2010,45.6479 INR
20/09/2010,45.7696 INR
19/09/2010,45.8895 INR
18/09/2010,45.896 INR
17/09/2010,45.9234 INR
16/09/2010,46.1253 INR
15/09/2010,46.3552 INR
14/09/2010,46.2875 INR
13/09/2010,46.2739 INR
12/09/2010,46.4007 INR
11/09/2010,46.4085 INR
10/09/2010,46.5038 INR
9/09/2010,46.5573 INR
8/09/2010,46.6441 INR
7/09/2010,46.7482 INR
6/09/2010,46.4678 INR
5/09/2010,46.3842 INR
4/09/2010,46.3822 INR
3/09/2010,46.5907 INR
2/09/2010,46.7559 INR
1/09/2010,46.8387 INR
31/08/2010,47.0252 INR
30/08/2010,46.9103 INR
29/08/2010,46.9548 INR
28/08/2010,46.8131 INR
27/08/2010,46.7955 INR
26/08/2010,46.866 INR
25/08/2010,46.9274 INR
24/08/2010,46.9246 INR
23/08/2010,46.6071 INR
22/08/2010,46.5701 INR
21/08/2010,46.5698 INR
20/08/2010,46.6764 INR
19/08/2010,46.5958 INR
18/08/2010,46.5369 INR
17/08/2010,46.6026 INR
16/08/2010,46.6591 INR
15/08/2010,46.7028 INR
14/08/2010,46.6869 INR
13/08/2010,46.7154 INR
12/08/2010,46.7865 INR
11/08/2010,46.7215 INR
10/08/2010,46.3763 INR
9/08/2010,46.0769 INR
8/08/2010,46.117 INR
7/08/2010,46.1201 INR
6/08/2010,46.0911 INR
5/08/2010,46.1735 INR
4/08/2010,46.1361 INR
3/08/2010,46.0596 INR
2/08/2010,46.1555 INR
1/08/2010,46.4331 INR
31/07/2010,46.4346 INR
30/07/2010,46.5362 INR
29/07/2010,46.6993 INR
28/07/2010,46.7407 INR
27/07/2010,46.7886 INR
26/07/2010,46.8824 INR
25/07/2010,46.9611 INR
24/07/2010,46.9644 INR
23/07/2010,46.9389 INR
22/07/2010,47.0956 INR
21/07/2010,47.1821 INR
20/07/2010,47.2319 INR
19/07/2010,47.1013 INR
18/07/2010,47.1538 INR
17/07/2010,47.1558 INR
16/07/2010,46.8338 INR
15/07/2010,46.6493 INR
14/07/2010,46.5648 INR
13/07/2010,46.7209 INR
12/07/2010,46.7715 INR
11/07/2010,46.5727 INR
10/07/2010,46.6637 INR
9/07/2010,46.7228 INR
8/07/2010,46.7709 INR
7/07/2010,46.2487 INR
6/07/2010,46.8353 INR
5/07/2010,46.8624 INR
4/07/2010,46.8375 INR
3/07/2010,46.8196 INR
2/07/2010,46.761 INR
1/07/2010,46.6335 INR
30/06/2010,46.5675 INR
29/06/2010,46.4101 INR
28/06/2010,46.3317 INR
27/06/2010,46.3982 INR
26/06/2010,46.3903 INR
25/06/2010,46.2153 INR
24/06/2010,46.3799 INR
23/06/2010,46.1106 INR
22/06/2010,46.1425 INR
21/06/2010,45.8714 INR
20/06/2010,46.119 INR
19/06/2010,46.119 INR
18/06/2010,46.1313 INR
17/06/2010,46.3479 INR
16/06/2010,46.4886 INR
15/06/2010,46.5364 INR
14/06/2010,46.5647 INR
13/06/2010,46.9538 INR
12/06/2010,46.9538 INR
11/06/2010,46.8186 INR
10/06/2010,46.8934 INR
9/06/2010,46.9791 INR
8/06/2010,47.0503 INR
7/06/2010,47.5378 INR
6/06/2010,47.4329 INR
5/06/2010,47.3796 INR
4/06/2010,46.87 INR
3/06/2010,46.6836 INR
2/06/2010,46.987 INR
1/06/2010,46.5688 INR
31/05/2010,46.645 INR
30/05/2010,46.7993 INR
29/05/2010,46.7643 INR
28/05/2010,46.8258 INR
27/05/2010,46.747 INR
26/05/2010,47.5071 INR
25/05/2010,47.2499 INR
24/05/2010,46.8866 INR
23/05/2010,46.7652 INR
22/05/2010,46.7913 INR
21/05/2010,47.0543 INR
20/05/2010,46.72 INR
19/05/2010,46.1287 INR
18/05/2010,45.605 INR
17/05/2010,45.4394 INR
16/05/2010,45.2078 INR
15/05/2010,45.2014 INR
14/05/2010,45.2326 INR
13/05/2010,45.0545 INR
12/05/2010,45.0742 INR
11/05/2010,45.0745 INR
10/05/2010,45.2932 INR
9/05/2010,45.6701 INR
8/05/2010,45.7749 INR
7/05/2010,45.6405 INR
6/05/2010,45.3373 INR
5/05/2010,44.9778 INR
4/05/2010,44.6897 INR
3/05/2010,44.5644 INR
2/05/2010,44.5099 INR
1/05/2010,44.5069 INR
30/04/2010,44.4299 INR
29/04/2010,44.527 INR
28/04/2010,44.5611 INR
27/04/2010,44.4327 INR
26/04/2010,44.3314 INR
25/04/2010,44.2851 INR
24/04/2010,44.2373 INR
23/04/2010,44.4171 INR
22/04/2010,44.5041 INR
21/04/2010,44.3825 INR
20/04/2010,44.5132 INR
19/04/2010,44.5746 INR
18/04/2010,44.621 INR
17/04/2010,44.6192 INR
16/04/2010,44.4047 INR
15/04/2010,44.2559 INR
14/04/2010,44.3587 INR
13/04/2010,44.5588 INR
12/04/2010,44.3686 INR
11/04/2010,44.1025 INR
10/04/2010,44.1264 INR
9/04/2010,44.2759 INR
8/04/2010,44.4574 INR
7/04/2010,44.4853 INR
6/04/2010,44.4732 INR
5/04/2010,44.5267 INR
4/04/2010,44.6084 INR
3/04/2010,44.8304 INR
2/04/2010,44.7372 INR
1/04/2010,44.8362 INR
31/03/2010,45.0272 INR
30/03/2010,44.9575 INR
29/03/2010,45.0677 INR
28/03/2010,45.1932 INR
27/03/2010,45.1928 INR
26/03/2010,45.3175 INR
25/03/2010,45.5869 INR
24/03/2010,45.6221 INR
23/03/2010,45.5859 INR
22/03/2010,45.4421 INR
21/03/2010,45.3279 INR
20/03/2010,45.319 INR
19/03/2010,45.4139 INR
18/03/2010,45.3956 INR
17/03/2010,45.3933 INR
16/03/2010,45.5322 INR
15/03/2010,45.5741 INR
14/03/2010,45.4004 INR
13/03/2010,45.4003 INR
12/03/2010,45.3988 INR
11/03/2010,45.4939 INR
10/03/2010,45.4814 INR
9/03/2010,45.5372 INR
8/03/2010,45.4954 INR
7/03/2010,45.4513 INR
6/03/2010,45.4489 INR
5/03/2010,45.6047 INR
4/03/2010,45.777 INR
3/03/2010,45.7775 INR
2/03/2010,45.9341 INR
1/03/2010,46.0193 INR
28/02/2010,46.152 INR
27/02/2010,46.0901 INR
26/02/2010,46.1585 INR
25/02/2010,46.4277 INR
24/02/2010,46.2721 INR
23/02/2010,46.2265 INR
22/02/2010,46.1397 INR
21/02/2010,46.2078 INR
20/02/2010,46.2078 INR
19/02/2010,46.2737 INR
18/02/2010,46.203 INR
17/02/2010,46.0446 INR
16/02/2010,46.1305 INR
15/02/2010,46.3599 INR
14/02/2010,46.4683 INR
13/02/2010,46.4523 INR
12/02/2010,46.4004 INR
11/02/2010,46.421 INR
10/02/2010,46.4454 INR
9/02/2010,46.5761 INR
8/02/2010,46.7751 INR
7/02/2010,46.7238 INR
6/02/2010,46.7275 INR
5/02/2010,46.5892 INR
4/02/2010,46.1566 INR
3/02/2010,45.9925 INR
2/02/2010,46.1631 INR
1/02/2010,46.2486 INR
31/01/2010,46.2261 INR
30/01/2010,46.2277 INR
29/01/2010,46.2132 INR
28/01/2010,46.3039 INR
27/01/2010,46.281 INR
26/01/2010,45.9363 INR
25/01/2010,46.1264 INR
24/01/2010,46.2809 INR
23/01/2010,46.2764 INR
22/01/2010,46.1901 INR
21/01/2010,46.0486 INR
20/01/2010,45.9143 INR
19/01/2010,45.6995 INR
18/01/2010,45.6313 INR
17/01/2010,45.7672 INR
16/01/2010,45.7804 INR
15/01/2010,45.6878 INR
14/01/2010,45.5541 INR
13/01/2010,45.5724 INR
12/01/2010,45.5206 INR
11/01/2010,45.3538 INR
10/01/2010,45.5507 INR
9/01/2010,45.5656 INR
8/01/2010,45.6391 INR
7/01/2010,45.6983 INR
6/01/2010,45.9164 INR
5/01/2010,46.1963 INR
4/01/2010,46.3668 INR
3/01/2010,46.6373 INR
2/01/2010,46.6369 INR
1/01/2010,46.6087 INR
31/12/2009,46.5268 INR
30/12/2009,46.6224 INR
29/12/2009,46.6063 INR
28/12/2009,46.5157 INR
27/12/2009,46.5211 INR
26/12/2009,46.5116 INR
25/12/2009,46.5257 INR
24/12/2009,46.6927 INR
23/12/2009,46.7927 INR
22/12/2009,46.8003 INR
21/12/2009,46.797 INR
20/12/2009,46.7903 INR
19/12/2009,46.7889 INR
18/12/2009,46.7966 INR
17/12/2009,46.8355 INR
16/12/2009,46.617 INR
15/12/2009,46.6192 INR
14/12/2009,46.6191 INR
13/12/2009,46.4687 INR
12/12/2009,46.4731 INR
11/12/2009,46.5229 INR
10/12/2009,46.5983 INR
9/12/2009,46.6279 INR
8/12/2009,46.5816 INR
7/12/2009,46.4361 INR
6/12/2009,46.2102 INR
5/12/2009,46.2237 INR
4/12/2009,46.1765 INR
3/12/2009,46.0995 INR
2/12/2009,46.2285 INR
1/12/2009,46.3065 INR
30/11/2009,46.4282 INR
29/11/2009,46.5841 INR
28/11/2009,46.5996 INR
27/11/2009,46.6095 INR
26/11/2009,46.4163 INR
25/11/2009,46.1863 INR
24/11/2009,46.4878 INR
23/11/2009,46.4928 INR
22/11/2009,46.5379 INR
21/11/2009,46.5317 INR
20/11/2009,46.5864 INR
19/11/2009,46.5655 INR
18/11/2009,46.2057 INR
17/11/2009,46.1903 INR
16/11/2009,46.0968 INR
15/11/2009,46.2397 INR
14/11/2009,46.2542 INR
13/11/2009,46.3893 INR
12/11/2009,46.5391 INR
11/11/2009,46.3875 INR
10/11/2009,46.4007 INR
9/11/2009,46.5021 INR
8/11/2009,46.8237 INR
7/11/2009,46.8494 INR
6/11/2009,46.8232 INR
5/11/2009,47.0022 INR
4/11/2009,47.1597 INR
3/11/2009,47.1884 INR
2/11/2009,47.0005 INR
1/11/2009,47.0896 INR
31/10/2009,47.169 INR
30/10/2009,47.1715 INR
29/10/2009,47.3255 INR
28/10/2009,47.0184 INR
27/10/2009,46.6824 INR
26/10/2009,46.5864 INR
25/10/2009,46.4574 INR
24/10/2009,46.5896 INR
23/10/2009,46.6254 INR
22/10/2009,46.5837 INR
21/10/2009,46.3511 INR
20/10/2009,46.1605 INR
19/10/2009,46.1485 INR
18/10/2009,46.2748 INR
17/10/2009,46.2862 INR
16/10/2009,46.2408 INR
15/10/2009,46.0664 INR
14/10/2009,46.1307 INR
13/10/2009,46.2294 INR
12/10/2009,46.4776 INR
11/10/2009,46.4545 INR
10/10/2009,46.4921 INR
9/10/2009,46.4869 INR
8/10/2009,46.353 INR
7/10/2009,46.6848 INR
6/10/2009,46.7891 INR
